County,FIPS Code,Population 2018,Rank
"Dade County, GA",13083,"16,226",2013
"Kanabec County, MN",27065,"16,207",2014
"Atchison County, KS",20005,"16,193",2015
"Benton County, TN",47005,"16,184",2016
"Gulf County, FL",12045,"16,164",2017
"Iowa County, IA",19095,"16,141",2018
"Clay County, IA",19041,"16,134",2019
"Moniteau County, MO",29135,"16,121",2020
"Henry County, KY",21103,"16,106",2021
"Lewis County, WV",54041,"16,024",2022
"Baker County, OR",41001,"16,006",2023
"Smith County, MS",28129,"16,002",2024
"Otoe County, NE",31131,"15,985",2025
"Neosho County, KS",20133,"15,951",2026
"Claiborne Parish, LA",22027,"15,944",2027
"Osage County, KS",20139,"15,941",2028
"Jackson Parish, LA",22049,"15,902",2029
"Aitkin County, MN",27001,"15,902",2029
"Casey County, KY",21045,"15,888",2031
"Washburn, WI",55129,"15,878",2032
"Telfair County, GA",13271,"15,876",2033
"Appomattox County, VA",51011,"15,841",2034
"Kingfisher County, OK",40073,"15,816",2035
"Floyd County, VA",51063,"15,795",2036
"De Witt County, IL",17039,"15,769",2037
"Lawrence County, IL",17101,"15,765",2038
"Richland County, IL",17159,"15,763",2039
"Floyd County, IA",19067,"15,761",2040
"Reeves County, TX",48389,"15,695",2041
"Pecos County, TX",48371,"15,673",2042
"Karnes County, TX",48255,"15,650",2043
"Grayson County, VA",51077,"15,631",2044
"Union County, SD",46127,"15,619",2045
"Pike County, IL",17149,"15,611",2046
"Clarke County, MS",28023,"15,604",2047
"Mercer County, IL",17131,"15,601",2048
"Ashland, WI",55003,"15,600",2049
"Clark County, IL",17023,"15,596",2050
"Torrance County, NM",35057,"15,591",2051
"Lawrence County, KY",21127,"15,571",2052
"Grand County, CO",8049,"15,525",2053
"Brooks County, GA",13027,"15,513",2054
"Vermillion County, IN",18165,"15,479",2055
"West Feliciana Parish, LA",22125,"15,460",2056
"San Juan County, UT",49037,"15,449",2057
"Dent County, MO",29065,"15,441",2058
"Marquette, WI",55077,"15,434",2059
"Jefferson County, GA",13163,"15,430",2060
"Nottoway County, VA",51135,"15,420",2061
"Burnett, WI",55013,"15,392",2062
"Wetzel County, WV",54103,"15,270",2063
"Page County, IA",19145,"15,249",2064
"Redwood County, MN",27127,"15,249",2064
"Brown County, IN",18013,"15,234",2066
"Gooding County, ID",16047,"15,196",2067
"Harrison County, OH",39067,"15,174",2068
"Macon County, MO",29121,"15,153",2069
"Roseau County, MN",27135,"15,150",2070
"Livingston County, MO",29117,"15,146",2071
"Tipton County, IN",18159,"15,128",2072
"Knott County, KY",21119,"15,126",2073
"Missaukee County, MI",26113,"15,113",2074
"Gogebic County, MI",26053,"15,096",2075
"Mills County, IA",19129,"15,063",2076
"Oglethorpe County, GA",13221,"15,054",2077
"Bayfield, WI",55007,"15,042",2078
"Arenac County, MI",26011,"15,041",2079
"Jeff Davis County, GA",13161,"15,029",2080
"Sibley County, MN",27143,"15,028",2081
"Mitchell County, NC",37121,"15,000",2082
"Cleburne County, AL",1029,"14,987",2083
"Carbon County, WY",56007,"14,971",2084
"Hamilton County, IA",19079,"14,952",2085
"Union County, FL",12125,"14,940",2086
"La Salle Parish, LA",22059,"14,917",2087
"Kossuth County, IA",19109,"14,908",2088
"Sequatchie County, TN",47153,"14,876",2089
"Jackson County, TX",48239,"14,874",2090
"Clay County, AR",5021,"14,847",2091
"Nelson County, VA",51125,"14,836",2092
"Bledsoe County, TN",47007,"14,755",2093
"Nolan County, TX",48353,"14,751",2094
"Trinity County, TX",48455,"14,740",2095
"Hale County, AL",1065,"14,726",2096
"Moultrie County, IL",17139,"14,717",2097
"Gasconade County, MO",29073,"14,705",2098
"Choctaw County, OK",40023,"14,668",2099
"Bourbon County, KS",20011,"14,653",2100
"Trigg County, KY",21221,"14,643",2101
"Renville County, MN",27129,"14,612",2102
"Morgan County, OH",39115,"14,604",2103
"Calhoun County, FL",12013,"14,587",2104
"Butler County, IA",19023,"14,539",2105
"Pendleton County, KY",21191,"14,529",2106
"Fulton County, PA",42057,"14,523",2107
"Clarke County, VA",51043,"14,523",2107
"Dickenson County, VA",51051,"14,523",2107
"Calhoun County, SC",45017,"14,520",2110
"Union County, KY",21225,"14,505",2111
"Las Animas County, CO",8071,"14,503",2112
"Walthall County, MS",28147,"14,465",2113
"Cannon County, TN",47015,"14,462",2114
"Calhoun County, MS",28013,"14,436",2115
"Fleming County, KY",21069,"14,432",2116
"Madison County, TX",48313,"14,422",2117
"Noble County, OH",39121,"14,354",2118
"Saline County, NE",31151,"14,350",2119
"McIntosh County, GA",13191,"14,340",2120
"Crockett County, TN",47033,"14,328",2121
"Carroll County, IL",17015,"14,312",2122
"Hamilton County, FL",12047,"14,310",2123
"Oglala Lakota, SD",46102,"14,309",2124
"Larue County, KY",21123,"14,307",2125
"Craig County, OK",40035,"14,306",2126
"Rolette County, ND",38079,"14,301",2127
"Jefferson County, FL",12065,"14,288",2128
"Bamberg County, SC",45009,"14,275",2129
"Mono County, CA",6051,"14,250",2130
"Swain County, NC",37173,"14,245",2131
"Estill County, KY",21065,"14,198",2132
"Zapata County, TX",48505,"14,190",2133
"Pennington County, MN",27113,"14,178",2134
"Cedar County, MO",29039,"14,165",2135
"Rusk, WI",55107,"14,147",2136
"Harrison County, IA",19085,"14,134",2137
"Winn Parish, LA",22127,"14,134",2137
"Braxton County, WV",54007,"14,089",2139
"Massac County, IL",17127,"14,080",2140
"Clay County, SD",46027,"14,041",2141
"Jasper County, GA",13159,"14,040",2142
"Chowan County, NC",37041,"14,029",2143
"Newton County, IN",18111,"14,011",2144
"Washington County, IL",17189,"13,995",2145
"Callahan County, TX",48059,"13,994",2146
"Tallahatchie County, MS",28135,"13,987",2147
"Murray County, OK",40099,"13,953",2148
"Screven County, GA",13251,"13,938",2149
"Roane County, WV",54087,"13,932",2150
"Crawford County, MI",26039,"13,901",2151
"Lamar County, AL",1075,"13,844",2152
"O'Brien County, IA",19141,"13,840",2153
"Atoka County, OK",40005,"13,838",2154
"Allamakee County, IA",19005,"13,832",2155
"Crenshaw County, AL",1041,"13,824",2156
"Monroe County, OH",39111,"13,790",2157
"Hardy County, WV",54031,"13,775",2158
"Wadena County, MN",27159,"13,773",2159
"York County, NE",31185,"13,772",2160
"Archuleta County, CO",8007,"13,765",2161
"Faribault County, MN",27043,"13,758",2162
"Glacier County, MT",30035,"13,747",2163
"Newton County, TX",48351,"13,746",2164
"Franklin County, ID",16041,"13,726",2165
"Glades County, FL",12043,"13,724",2166
"Osage County, MO",29151,"13,714",2167
"Dooly County, GA",13093,"13,706",2168
"White County, IL",17193,"13,665",2169
"Converse County, WY",56009,"13,640",2170
"McKenzie County, ND",38053,"13,632",2171
"Pend Oreille County, WA",53051,"13,602",2172
"Izard County, AR",5065,"13,593",2173
"Greene County, MS",28041,"13,586",2174
"Mason County, IL",17125,"13,565",2175
"Stewart County, TN",47161,"13,561",2176
"Comanche County, TX",48093,"13,534",2177
"Jackson County, KY",21109,"13,442",2178
"Perquimans County, NC",37143,"13,422",2179
"Ripley County, MO",29181,"13,401",2180
"Price, WI",55099,"13,397",2181
"Lincoln County, AR",5079,"13,383",2182
"Goshen County, WY",56015,"13,376",2183
"Douglas County, MO",29067,"13,373",2184
"Grundy County, TN",47061,"13,346",2185
"Morgan County, KY",21175,"13,345",2186
"Kodiak Island Borough, AK",2150,"13,345",2186
"Howard County, AR",5061,"13,341",2188
"Big Horn County, MT",30003,"13,338",2189
"Mississippi County, MO",29133,"13,336",2190
"Hughes County, OK",40063,"13,335",2191
"Bienville Parish, LA",22013,"13,308",2192
"Madison County, VA",51113,"13,295",2193
"Jackson County, KS",20085,"13,280",2194
"Monroe County, WV",54063,"13,280",2194
"Clay County, AL",1027,"13,275",2196
"Ford County, IL",17053,"13,264",2197
"Lewis County, KY",21135,"13,257",2198
"Clay County, IL",17025,"13,253",2199
"Moffat County, CO",8081,"13,188",2200
"Fremont County, ID",16043,"13,168",2201
"Lamb County, TX",48279,"13,158",2202
"Macon County, GA",13193,"13,143",2203
"Vinton County, OH",39163,"13,139",2204
"Buffalo, WI",55011,"13,125",2205
"Wayne County, MO",29223,"13,122",2206
"Webster County, KY",21233,"13,111",2207
"Lake County, SD",46079,"13,057",2208
"Greene County, IL",17061,"13,044",2209
"Camp County, TX",48063,"13,033",2210
"Amelia County, VA",51007,"13,013",2211
"Millard County, UT",49027,"13,006",2212
"Charlton County, GA",13049,"12,968",2213
"Cass County, IA",19029,"12,930",2214
"Choctaw County, AL",1023,"12,841",2215
"Bleckley County, GA",13023,"12,838",2216
"Wilbarger County, TX",48487,"12,820",2217
"Shoshone County, ID",16079,"12,796",2218
"Butler County, KY",21031,"12,772",2219
"Summers County, WV",54089,"12,760",2220
"Presque Isle County, MI",26141,"12,738",2221
"Breathitt County, KY",21025,"12,726",2222
"Caldwell County, KY",21033,"12,715",2223
"Sumter County, AL",1119,"12,691",2224
"Wright County, IA",19197,"12,690",2225
"Pamlico County, NC",37137,"12,670",2226
"Haskell County, OK",40061,"12,668",2227
"DeKalb County, MO",29063,"12,630",2228
"Dawson County, TX",48115,"12,619",2229
"Trinity County, CA",6105,"12,535",2230
"Pulaski County, IN",18131,"12,469",2231
"Stone County, AR",5137,"12,457",2232
"Johnson County, IL",17087,"12,456",2233
"Lawrence County, MS",28077,"12,455",2234
"Allen County, KS",20001,"12,444",2235
"Powell County, KY",21197,"12,442",2236
"Koochiching County, MN",27071,"12,440",2237
"Appanoose County, IA",19007,"12,437",2238
"Pike County, IN",18125,"12,410",2239
"Yalobusha County, MS",28161,"12,392",2240
"Bath County, KY",21011,"12,383",2241
"Magoffin County, KY",21153,"12,362",2242
"Union County, IA",19175,"12,359",2243
"Morris County, TX",48343,"12,339",2244
"Amite County, MS",28005,"12,326",2245
"Little River County, AR",5081,"12,326",2245
"Crawford County, GA",13079,"12,318",2247
"Todd County, KY",21219,"12,311",2248
"Meigs County, TN",47121,"12,306",2249
"Grundy County, IA",19075,"12,304",2250
"Menard County, IL",17129,"12,288",2251
"Terry County, TX",48445,"12,287",2252
"Conecuh County, AL",1035,"12,277",2253
"Edmonson County, KY",21061,"12,274",2254
"Fulton County, AR",5049,"12,269",2255
"Cass County, IL",17017,"12,260",2256
"Madison County, MO",29123,"12,188",2257
"Red River County, TX",48387,"12,175",2258
"Bollinger County, MO",29017,"12,169",2259
"Live Oak County, TX",48297,"12,166",2260
"Prowers County, CO",8099,"12,164",2261
"Rains County, TX",48379,"12,159",2262
"Northumberland County, VA",51133,"12,147",2263
"Colfax County, NM",35007,"12,110",2264
"Okfuskee County, OK",40107,"12,098",2265
"Jefferson County, MT",30043,"12,097",2266
"Lewis County, TN",47101,"12,086",2267
"Lunenburg County, VA",51111,"12,086",2267
"Washington County, KY",21229,"12,084",2269
"Morgan County, UT",49029,"12,045",2270
"Linn County, MO",29115,"12,037",2271
"Zavala County, TX",48507,"11,983",2272
"Chickasaw County, IA",19037,"11,964",2273
"Marion County, KS",20115,"11,950",2274
"Boundary County, ID",16021,"11,948",2275
"Charlotte County, VA",51037,"11,938",2276
"Perry County, MS",28111,"11,931",2277
"Blackford County, IN",18009,"11,930",2278
"Chippewa County, MN",27023,"11,924",2279
"Skamania County, WA",53059,"11,924",2279
"Lake County, MI",26085,"11,881",2281
"Big Horn County, WY",56003,"11,881",2281
"Heard County, GA",13149,"11,879",2283
"Washington County, NC",37187,"11,859",2284
"Towns County, GA",13281,"11,852",2285
"Sanders County, MT",30089,"11,844",2286
"Lyon County, IA",19119,"11,811",2287
"Barton County, MO",29011,"11,798",2288
"Jackson County, TN",47087,"11,758",2289
"Franklin County, FL",12037,"11,736",2290
"Northampton County, VA",51131,"11,735",2291
"Ward County, TX",48475,"11,720",2292
"Decatur County, TN",47039,"11,706",2293
"Blanco County, TX",48031,"11,702",2294
"Owyhee County, ID",16073,"11,693",2295
"Teton County, ID",16081,"11,640",2296
"Grant County, WV",54023,"11,626",2297
"Custer County, MT",30017,"11,586",2298
"Shelby County, IA",19165,"11,578",2299
"Gates County, NC",37073,"11,573",2300
"Juab County, UT",49023,"11,555",2301
"Wabash County, IL",17185,"11,549",2302
"Marshall County, IL",17123,"11,534",2303
"Montgomery County, MO",29139,"11,534",2303
"Desha County, AR",5041,"11,512",2305
"Ramsey County, ND",38071,"11,481",2306
"Morrow County, OR",41049,"11,372",2307
"Nantucket County, MA",25019,"11,327",2308
"Martin County, KY",21159,"11,323",2309
"Cherokee County, IA",19035,"11,321",2310
"Noble County, OK",40103,"11,289",2311
"Cottonwood County, MN",27033,"11,277",2312
"Rio Grande County, CO",8105,"11,250",2313
"Sussex County, VA",51183,"11,237",2314
"Jefferson Davis County, MS",28065,"11,234",2315
"Duval County, TX",48131,"11,212",2316
"Bacon County, GA",13005,"11,185",2317
"Pushmataha County, OK",40127,"11,179",2318
"Louisa County, IA",19115,"11,169",2319
"Madison Parish, LA",22065,"11,161",2320
"Alleghany County, NC",37005,"11,161",2320
"Clay County, NC",37043,"11,139",2322
"Washita County, OK",40149,"11,127",2323
"Iron County, MI",26071,"11,117",2324
"Fergus County, MT",30027,"11,113",2325
"Pope County, MN",27121,"11,097",2326
"Pulaski County, GA",13235,"11,069",2327
"Roosevelt County, MT",30085,"11,059",2328
"Green County, KY",21087,"11,049",2329
"Valley County, ID",16085,"11,041",2330
"Trousdale County, TN",47169,"11,012",2331
"West Carroll Parish, LA",22123,"10,982",2332
"Watonwan County, MN",27165,"10,980",2333
"Sierra County, NM",35051,"10,968",2334
"Johnston County, OK",40069,"10,949",2335
"Essex County, VA",51057,"10,919",2336
"Richland County, MT",30083,"10,913",2337
"Bradley County, AR",5011,"10,897",2338
"Colfax County, NE",31037,"10,881",2339
"Owen County, KY",21187,"10,880",2340
"Custer County, NE",31041,"10,840",2341
"Candler County, GA",13043,"10,836",2342
"Cumberland County, IL",17035,"10,808",2343
"Mackinac County, MI",26097,"10,787",2344
"Lancaster County, VA",51103,"10,783",2345
"Box Butte County, NE",31013,"10,772",2346
"Middlesex County, VA",51119,"10,769",2347
"Franklin County, TX",48159,"10,766",2348
"Lincoln County, WA",53043,"10,740",2349
"Carroll County, KY",21041,"10,737",2350
"Red Willow County, NE",31145,"10,726",2351
"Evans County, GA",13109,"10,721",2352
"Guthrie County, IA",19077,"10,720",2353
"Monroe County, KY",21171,"10,718",2354
"Switzerland County, IN",18155,"10,717",2355
"Coosa County, AL",1037,"10,715",2356
"Carbon County, MT",30009,"10,714",2357
"Hancock County, IA",19081,"10,712",2358
"Camden County, NC",37029,"10,710",2359
"Chattahoochee County, GA",13053,"10,684",2360
"Pike County, AR",5109,"10,673",2361
"Walsh County, ND",38099,"10,667",2362
"Lake County, MN",27075,"10,658",2363
"Wilcox County, AL",1131,"10,627",2364
"Sabine County, TX",48403,"10,589",2365
"Mitchell County, IA",19131,"10,569",2366
"Crawford County, IN",18025,"10,558",2367
"Barnes County, ND",38003,"10,542",2368
"Oregon County, MO",29149,"10,541",2369
"Noxubee County, MS",28103,"10,535",2370
"Winnebago County, IA",19189,"10,518",2371
"Clay County, TX",48077,"10,456",2372
"Roberts County, SD",46109,"10,447",2373
"Chicot County, AR",5017,"10,438",2374
"Alcona County, MI",26001,"10,362",2375
"Perry County, AR",5105,"10,352",2376
"Lanier County, GA",13173,"10,340",2377
"Scott County, AR",5127,"10,319",2378
"Dimmit County, TX",48127,"10,308",2379
"Todd County, SD",46121,"10,283",2380
"St. Helena Parish, LA",22091,"10,262",2381
"Early County, GA",13099,"10,247",2382
"Runnels County, TX",48399,"10,234",2383
"Latimer County, OK",40077,"10,231",2384
"Keokuk County, IA",19107,"10,225",2385
"Butte County, SD",46019,"10,222",2386
"Mountrail County, ND",38061,"10,218",2387
"Nowata County, OK",40105,"10,218",2387
"Martin County, IN",18101,"10,217",2389
"Ralls County, MO",29173,"10,212",2390
"Clinton County, KY",21053,"10,206",2391
"Holt County, NE",31089,"10,178",2392
"Iron County, MO",29093,"10,177",2393
"Washington County, ID",16087,"10,161",2394
"Nemaha County, KS",20131,"10,155",2395
"Leslie County, KY",21131,"10,143",2396
"Bullock County, AL",1011,"10,138",2397
"Howard County, MO",29089,"10,137",2398
"Love County, OK",40085,"10,134",2399
"Franklin County, IA",19069,"10,124",2400
"Metcalfe County, KY",21169,"10,030",2401
"Kemper County, MS",28069,"10,027",2402
"Montgomery County, MS",28097,"10,023",2403
"Yuma County, CO",8125,"10,020",2404
"Emery County, UT",49015,"10,014",2405
"Nome Borough, AK",2180,"10,008",2406
"Montgomery County, IA",19137,"10,003",2407
"Lowndes County, AL",1085,"9,974",2408
"Caldwell Parish, LA",22021,"9,960",2409
"Ochiltree County, TX",48357,"9,947",2410
"Tunica County, MS",28143,"9,944",2411
"Marion County, TX",48315,"9,928",2412
"Grundy County, MO",29079,"9,914",2413
"Jackson County, MN",27063,"9,911",2414
"Carroll County, MS",28015,"9,911",2414
"Wilkes County, GA",13317,"9,876",2416
"North Slope Borough, AK",2185,"9,872",2417
"Parmer County, TX",48369,"9,864",2418
"Lewis County, MO",29111,"9,855",2419
"Sublette County, WY",56035,"9,813",2420
"Cumberland County, VA",51049,"9,809",2421
"Yellow Medicine County, MN",27173,"9,795",2422
"Webster County, MS",28155,"9,788",2423
"Grand County, UT",49019,"9,764",2424
"Stevens County, MN",27149,"9,753",2425
"Linn County, KS",20107,"9,750",2426
"Marshall County, KS",20117,"9,722",2427
"Ritchie County, WV",54085,"9,721",2428
"Sac County, IA",19161,"9,719",2429
"Johnson County, GA",13167,"9,708",2430
"Calhoun County, IA",19025,"9,699",2431
"Jones County, NC",37103,"9,637",2432
"Jasper County, IL",17079,"9,611",2433
"Catahoula Parish, LA",22025,"9,608",2434
"Clear Creek County, CO",8019,"9,605",2435
"Brown County, KS",20013,"9,598",2436
"Humboldt County, IA",19091,"9,547",2437
"McLean County, ND",38055,"9,541",2438
"Stillwater County, MT",30095,"9,534",2439
"Rice County, KS",20159,"9,531",2440
"Hickory County, MO",29085,"9,509",2441
"Blaine County, OK",40011,"9,485",2442
"Greenlee County, AZ",4011,"9,483",2443
"White Pine County, NV",32033,"9,475",2444
"Stephens County, TX",48429,"9,433",2445
"Clarke County, IA",19039,"9,423",2446
"Rock County, MN",27133,"9,414",2447
"McCormick County, SC",45065,"9,410",2448
"Beaverhead County, MT",30001,"9,404",2449
"Wayne County, NE",31179,"9,403",2450
"Irwin County, GA",13155,"9,398",2451
"St. Clair County, MO",29185,"9,395",2452
"Marshall County, MN",27089,"9,390",2453
"Pratt County, KS",20151,"9,378",2454
"Swift County, MN",27151,"9,345",2455
"Charles Mix County, SD",46023,"9,338",2456
"Cheyenne County, NE",31033,"9,310",2457
"Hamilton County, NE",31081,"9,280",2458
"Brewster County, TX",48043,"9,267",2459
"Montmorency County, MI",26119,"9,265",2460
"Emmet County, IA",19063,"9,253",2461
"McLean County, KY",21149,"9,252",2462
"Livingston County, KY",21139,"9,242",2463
"Benewah County, ID",16009,"9,226",2464
"Montgomery County, GA",13209,"9,193",2465
"Howard County, IA",19089,"9,187",2466
"Valdez-Cordova Borough, AK",2261,"9,164",2467
"Perry County, AL",1105,"9,140",2468
"Deer Lodge County, MT",30023,"9,131",2469
"Caldwell County, MO",29025,"9,108",2470
"Alger County, MI",26003,"9,097",2471
"Rosebud County, MT",30087,"9,063",2472
"Pipestone County, MN",27117,"9,047",2473
"Richmond County, VA",51159,"9,038",2474
"Wilkinson County, GA",13319,"9,036",2475
"Davis County, IA",19051,"9,017",2476
"Ozark County, MO",29153,"9,017",2476
"Somervell County, TX",48425,"9,016",2478
"Claiborne County, MS",28021,"9,002",2479
"Phelps County, NE",31137,"8,996",2480
"Forest, WI",55041,"8,991",2481
"Lee County, AR",5077,"8,985",2482
"Greene County, IA",19073,"8,981",2483
"Cuming County, NE",31039,"8,940",2484
"Palo Alto County, IA",19147,"8,929",2485
"Montgomery County, AR",5097,"8,924",2486
"Crittenden County, KY",21055,"8,915",2487
"Allendale County, SC",45005,"8,903",2488
"Woods County, OK",40151,"8,897",2489
"Jack County, TX",48237,"8,843",2490
"Gallatin County, KY",21077,"8,832",2491
"Wilcox County, GA",13315,"8,812",2492
"Clearwater County, MN",27029,"8,810",2493
"Mathews County, VA",51115,"8,802",2494
"Wilkinson County, MS",28157,"8,792",2495
"Archer County, TX",48009,"8,786",2496
"Modoc County, CA",6049,"8,777",2497
"Maries County, MO",29125,"8,769",2498
"Madison County, MT",30057,"8,768",2499
"Clearwater County, ID",16035,"8,758",2500
"Hancock County, KY",21091,"8,758",2500
"Tyler County, WV",54095,"8,746",2502
"Carroll County, MO",29033,"8,743",2503
"Lafayette County, FL",12067,"8,732",2504
"Cloud County, KS",20029,"8,729",2505
"Kiowa County, OK",40075,"8,729",2505
"Custer County, SD",46033,"8,726",2507
"Dawes County, NE",31045,"8,716",2508
"Jenkins County, GA",13165,"8,683",2509
"Dawson County, MT",30021,"8,680",2510
"Monona County, IA",19133,"8,679",2511
"Wilson County, KS",20205,"8,665",2512
"Monroe County, MO",29137,"8,664",2513
"Benton County, IN",18007,"8,653",2514
"Sitka Borough, AK",2220,"8,647",2515
"Lucas County, IA",19117,"8,645",2516
"Clay County, WV",54015,"8,632",2517
"Terrell County, GA",13273,"8,611",2518
"Yoakum County, TX",48501,"8,591",2519
"Platte County, WY",56031,"8,566",2520
"Trimble County, KY",21223,"8,515",2521
"Graham County, NC",37075,"8,484",2522
"Hamilton County, TX",48193,"8,484",2522
"Red River Parish, LA",22081,"8,477",2524
"Johnson County, WY",56019,"8,460",2525
"Liberty County, FL",12077,"8,457",2526
"Cedar County, NE",31027,"8,446",2527
"Turner County, SD",46125,"8,424",2528
"Knox County, NE",31107,"8,419",2529
"Harrison County, MO",29081,"8,414",2530
"Pocahontas County, WV",54075,"8,414",2530
"Doddridge County, WV",54017,"8,406",2532
"Coleman County, TX",48083,"8,397",2533
"Marion County, GA",13197,"8,351",2534
"Hancock County, GA",13141,"8,348",2535
"Nevada County, AR",5099,"8,326",2536
"Baraga County, MI",26013,"8,320",2537
"Seminole County, GA",13253,"8,315",2538
"Daviess County, MO",29061,"8,313",2539
"Kusilvak, AK",2158,"8,303",2540
"Atkinson County, GA",13003,"8,297",2541
"Webster County, WV",54101,"8,285",2542
"Choctaw County, MS",28019,"8,278",2543
"Oscoda County, MI",26135,"8,276",2544
"Murray County, MN",27101,"8,276",2544
"Benton County, MS",28009,"8,271",2546
"Mercer County, ND",38057,"8,267",2547
"Warren County, IN",18171,"8,263",2548
"Houston County, TN",47083,"8,263",2548
"Humphreys County, MS",28053,"8,257",2550
"Quay County, NM",35037,"8,253",2551
"Bracken County, KY",21023,"8,239",2552
"Coffey County, KS",20031,"8,233",2553
"Greene County, AL",1063,"8,233",2553
"San Augustine County, TX",48405,"8,232",2555
"Conejos County, CO",8021,"8,200",2556
"San Miguel County, CO",8113,"8,191",2557
"Shannon County, MO",29203,"8,189",2558
"Twiggs County, GA",13289,"8,188",2559
"Hamilton County, IL",17065,"8,163",2560
"Mitchell County, TX",48335,"8,145",2561
"Prairie County, AR",5117,"8,074",2562
"Schoolcraft County, MI",26153,"8,068",2563
"Perry County, TN",47135,"8,064",2564
"Butler County, NE",31023,"8,058",2565
"Taylor County, GA",13269,"8,039",2566
"Traill County, ND",38097,"8,037",2567
"Gilmer County, WV",54021,"8,026",2568
"Keith County, NE",31101,"8,021",2569
"Cleveland County, AR",5025,"8,018",2570
"Lyon County, KY",21143,"8,009",2571
"Clay County, KS",20027,"7,997",2572
"McCulloch County, TX",48307,"7,987",2573
"Ballard County, KY",21007,"7,979",2574
"Lemhi County, ID",16059,"7,961",2575
"Searcy County, AR",5129,"7,958",2576
"Richardson County, NE",31147,"7,937",2577
"Lincoln County, GA",13181,"7,915",2578
"Turner County, GA",13287,"7,912",2579
"Decatur County, IA",19053,"7,890",2580
"Washakie County, WY",56043,"7,885",2581
"Wheeler County, GA",13309,"7,879",2582
"Lake County, OR",41037,"7,879",2582
"Anderson County, KS",20003,"7,878",2584
"Lake County, CO",8065,"7,824",2585
"Newton County, AR",5101,"7,805",2586
"Monroe County, IA",19135,"7,790",2587
"Franklin County, MS",28037,"7,788",2588
"Power County, ID",16077,"7,768",2589
"Merrick County, NE",31121,"7,733",2590
"Winkler County, TX",48495,"7,720",2591
"Clay County, TN",47027,"7,717",2592
"Thomas County, KS",20193,"7,711",2593
"Kane County, UT",49025,"7,709",2594
"Doniphan County, KS",20043,"7,682",2595
"Northwest Arctic Borough, AK",2188,"7,671",2596
"Castro County, TX",48069,"7,665",2597
"Ferry County, WA",53019,"7,649",2598
"Major County, OK",40093,"7,644",2599
"Boise County, ID",16015,"7,634",2600
"Goliad County, TX",48175,"7,584",2601
"Dade County, MO",29057,"7,569",2602
"La Salle County, TX",48283,"7,531",2603
"Elliott County, KY",21063,"7,508",2604
"Pleasants County, WV",54073,"7,507",2605
"Swisher County, TX",48437,"7,462",2606
"Worth County, IA",19195,"7,453",2607
"Chariton County, MO",29041,"7,451",2608
"Crook County, WY",56011,"7,450",2609
"Valley County, MT",30105,"7,437",2610
"Lake County, TN",47095,"7,411",2611
"Hutchinson County, SD",46067,"7,380",2612
"Tillman County, OK",40141,"7,348",2613
"Grant County, KS",20067,"7,336",2614
"Harney County, OR",41025,"7,329",2615
"Kingman County, KS",20095,"7,310",2616
"Thurston County, NE",31173,"7,303",2617
"Childress County, TX",48075,"7,291",2618
"Pepin, WI",55091,"7,289",2619
"Forest County, PA",42053,"7,279",2620
"Calhoun County, WV",54013,"7,254",2621
"Rappahannock County, VA",51157,"7,252",2622
"Dallam County, TX",48111,"7,200",2623
"Dallas County, AR",5039,"7,182",2624
"Wolfe County, KY",21237,"7,177",2625
"Grant County, OR",41023,"7,176",2626
"Nicholas County, KY",21181,"7,166",2627
"Kit Carson County, CO",8063,"7,163",2628
"Grant County, SD",46051,"7,147",2629
"Pierce County, NE",31139,"7,142",2630
"Brooks County, TX",48047,"7,114",2631
"Jefferson County, MS",28063,"7,106",2632
"Jefferson County, NE",31095,"7,097",2633
"Grand Isle County, VT",50013,"7,090",2634
"Wallowa County, OR",41063,"7,081",2635
"Adair County, IA",19001,"7,063",2636
"Caribou County, ID",16029,"7,060",2637
"Quitman County, MS",28119,"7,051",2638
"King and Queen County, VA",51097,"7,042",2639
"Union County, IN",18161,"7,037",2640
"East Carroll Parish, LA",22035,"7,037",2640
"Lee County, KY",21129,"7,033",2642
"Refugio County, TX",48391,"7,032",2643
"Bailey County, TX",48017,"7,027",2644
"Van Buren County, IA",19177,"7,020",2645
"Pendleton County, WV",54071,"6,997",2646
"Fremont County, IA",19071,"6,993",2647
"Bon Homme County, SD",46009,"6,980",2648
"Cameron Parish, LA",22023,"6,968",2649
"Powell County, MT",30077,"6,968",2649
"Weston County, WY",56045,"6,967",2651
"Benson County, ND",38005,"6,962",2652
"Nemaha County, NE",31127,"6,958",2653
"Tucker County, WV",54093,"6,955",2654
"Presidio County, TX",48377,"6,948",2655
"Pembina County, ND",38067,"6,947",2656
"Charles City County, VA",51036,"6,941",2657
"Southeast Fairbanks Borough, AK",2240,"6,918",2658
"Schuyler County, IL",17169,"6,907",2659
"Russell County, KS",20167,"6,907",2659
"Monroe County, AR",5095,"6,900",2661
"Wabaunsee County, KS",20197,"6,899",2662
"Huerfano County, CO",8055,"6,889",2663
"Saguache County, CO",8109,"6,843",2664
"Clark County, MO",29045,"6,842",2665
"Ida County, IA",19093,"6,841",2666
"Randolph County, GA",13243,"6,833",2667
"Treutlen County, GA",13283,"6,809",2668
"Blaine County, MT",30005,"6,807",2669
"Fall River County, SD",46047,"6,758",2670
"Pocahontas County, IA",19151,"6,740",2671
"Henderson County, IL",17071,"6,709",2672
"Lafayette County, AR",5073,"6,682",2673
